-0.810536	-0.801015	0.0111875	0.00714175	-0.00506841
-0.781197	-0.800056	-0.00198346	0.0934164	0.010222
-0.781089	-0.793302	0.00622061	0.152352	0.00957369
-0.803118	-0.807574	0.0105138	0.233229	-0.0125786
-0.802889	-0.800757	-0.00707481	0.313478	-0.0266303
-0.474937	-0.797865	0.0044373	0.396801	-0.0243495
-0.168198	-0.793992	0.00465	0.466806	-0.0290589
0.167676	-0.80419	-0.0124299	0.557521	-0.00766729
0.47691	-0.803748	-0.00787756	0.626833	-0.0148615
0.787451	-0.80667	0.00453465	0.727996	-0.0106621
0.779192	-0.787338	0.00437496	0.806832	-0.0279875
0.812754	-0.814357	-0.0233833	0.675263	-0.0279564
0.801119	-0.789896	-0.0718232	0.544873	-0.0150837
0.797791	-0.811024	-0.113145	0.448983	-0.0275584
0.820519	-0.805647	-0.157961	0.3279	-0.0212498
0.799989	-0.799715	-0.193082	0.208433	-0.0469066
0.810777	-0.796042	-0.237352	0.0823528	-0.040514
0.814078	-0.802488	-0.269065	-0.0538382	-0.0420465
0.814725	-0.799632	-0.302636	-0.170933	-0.0486728
0.78799	-0.790069	-0.363541	-0.283246	-0.0343122
0.469208	-0.790899	-0.408194	-0.370127	-0.0524379
0.169206	-0.784119	-0.350503	-0.428348	-0.0606702
-0.155567	-0.807359	-0.311522	-0.490747	-0.0708008
-0.492999	-0.791674	-0.264846	-0.519571	-0.0700856
-0.823986	-0.812526	-0.25255	-0.568261	-0.0410696
-0.81311	-0.792384	-0.204362	-0.600772	-0.0728325
-0.790787	-0.780341	-0.149288	-0.636983	-0.0677333
-0.813292	-0.79846	-0.123337	-0.674125	-0.0737651
-0.76929	-0.814479	-0.0921353	-0.726708	-0.0645234
-0.800321	-0.790181	-0.0387177	-0.75931	-0.0643258
-0.799308	-0.80459	0.0179835	-0.804221	-0.0843509
-0.798926	-0.801852	-0.0623939	-0.704594	-0.0670147
-0.803873	-0.800676	-0.160006	-0.539531	-0.0795506
-0.807589	-0.807697	-0.230185	-0.445697	-0.078883
-0.816622	-0.809119	-0.314866	-0.311417	-0.0787497
-0.801885	-0.801013	-0.390645	-0.209124	-0.0991362
-0.80883	-0.795803	-0.470742	-0.0543049	-0.0836501
-0.819857	-0.807148	-0.548807	0.0381854	-0.0776457
-0.78928	-0.787789	-0.645489	0.160402	-0.100834
-0.801535	-0.811373	-0.699932	0.290356	-0.0947536
-0.800417	-0.808403	-0.816069	0.399111	-0.0956346
-0.802877	-0.79854	-0.71611	0.27102	-0.0974972
-0.796133	-0.789221	-0.633163	0.15615	-0.110641
-0.798504	-0.776829	-0.555061	0.0416729	-0.102662
-0.814434	-0.794756	-0.480912	-0.0769539	-0.12142
-0.798208	-0.794309	-0.402404	-0.187978	-0.115058
-0.79635	-0.806193	-0.32484	-0.319124	-0.138757
-0.793466	-0.777366	-0.251531	-0.453517	-0.132197
-0.792286	-0.793749	-0.18794	-0.569369	-0.118254
-0.787997	-0.795376	-0.0856413	-0.686457	-0.136968
-0.796059	-0.78831	-0.0119475	-0.80458	-0.135668
-0.780024	-0.814038	-0.0418391	-0.682635	-0.126068
-0.813254	-0.796174	-0.0723288	-0.563893	-0.134458
-0.796833	-0.811966	-0.107134	-0.436752	-0.14074
-0.812897	-0.796092	-0.160416	-0.317856	-0.15859
-0.782092	-0.776543	-0.215152	-0.215754	-0.154626
-0.81081	-0.786168	-0.257135	-0.0725146	-0.155598
-0.781325	-0.813715	-0.287919	0.0230875	-0.155926
-0.789531	-0.80952	-0.315043	0.166883	-0.144231
-0.786557	-0.801263	-0.349784	0.264852	-0.142169
-0.802494	-0.80141	-0.383976	0.410081	-0.16949
-0.804521	-0.797641	-0.344891	0.413568	-0.162631
-0.787198	-0.816796	-0.307058	0.395418	-0.178158
-0.782763	-0.811303	-0.287081	0.414856	-0.164953
-0.80438	-0.807157	-0.249378	0.399529	-0.165728
-0.820685	-0.790372	-0.187856	0.412833	-0.189598
-0.80038	-0.796009	-0.144388	0.402801	-0.170895
-0.469042	-0.794484	-0.105994	0.378599	-0.179668
-0.158236	-0.795958	-0.0771814	0.403793	-0.191557
0.148765	-0.799189	-0.0299423	0.423184	-0.191918
0.480784	-0.813635	-0.00276093	0.398313	-0.184672
0.805388	-0.80812	0.00194045	0.350404	-0.206296
0.802941	-0.79136	-0.00234352	0.307261	-0.176832
0.801409	-0.799388	-0.00615728	0.266178	-0.180039
0.815364	-0.809849	-0.0118731	0.230746	-0.187287
0.783074	-0.794694	-0.000965319	0.214296	-0.179601
0.767706	-0.806713	-0.0144155	0.154703	-0.197783
0.805856	-0.811344	0.00214732	0.1136	-0.192199
0.791953	-0.797165	-0.000459949	0.0796524	-0.194133
0.808738	-0.778751	-0.00073014	0.0404013	-0.185679
0.790831	-0.790548	-0.0126654	0.00575043	-0.209078
0.804394	-0.807835	0.0776387	-0.00506782	-0.189278
0.488372	-0.815135	0.169209	-0.0074886	-0.207859
0.163558	-0.814022	0.259087	0.000316614	-0.20976
-0.149331	-0.797323	0.301721	0.014814	-0.192072
-0.474247	-0.785985	0.399913	-0.00119621	-0.203465
-0.795433	-0.791597	0.501069	0.00474198	-0.232475
-0.803926	-0.788789	0.544694	-0.0135297	-0.228353
-0.809331	-0.792591	0.653582	0.00962673	-0.217542
-0.796005	-0.802243	0.719135	0.00134995	-0.21957
-0.794617	-0.794271	0.798759	0.00335818	-0.219815
-0.782453	-0.813883	0.671921	0.0723406	-0.228007
-0.798636	-0.780721	0.558553	0.166605	-0.224848
-0.807051	-0.79012	0.439552	0.254415	-0.237007
-0.796861	-0.790901	0.302883	0.331878	-0.233251
-0.7803	-0.792583	0.212047	0.407302	-0.231284
-0.794898	-0.803667	0.0902753	0.483584	-0.250424
-0.786375	-0.794388	-0.0357421	0.562246	-0.24541
-0.80721	-0.812023	-0.152436	0.629828	-0.238699
-0.814213	-0.809097	-0.260378	0.721524	-0.249741
-0.813116	-0.795708	-0.392076	0.794391	-0.253786
-0.810961	-0.796025	-0.265058	0.727369	-0.245619
-0.802153	-0.796136	-0.155951	0.64008	-0.264931
-0.804511	-0.781146	-0.0311102	0.575274	-0.270326
-0.807165	-0.773436	0.0916491	0.475264	-0.269557
-0.574952	-0.725356	0.218756	0.406718	-0.27667
-0.32254	-0.640047	0.314788	0.342698	-0.278925
-0.0809084	-0.563718	0.447593	0.225665	-0.261903
0.181237	-0.480374	0.553428	0.155023	-0.26952
0.398206	-0.395299	0.667547	0.0751711	-0.296656
0.410628	-0.39021	0.789499	-0.0131024	-0.281754
0.411622	-0.397111	0.81124	-0.0157456	-0.279365
0.387989	-0.394381	0.786285	-0.000288924	-0.29164
0.410165	-0.403179	0.787632	0.0185099	-0.295465
0.394322	-0.394949	0.792973	-0.0053973	-0.29139
0.386649	-0.397071	0.809704	0.00648457	-0.297772
0.405586	-0.39262	0.79163	0.00310018	-0.292365
0.40935	-0.393331	0.794811	0.0148684	-0.298582
0.396767	-0.42198	0.787258	0.00686068	-0.294132
0.37986	-0.403773	0.80338	-0.00102129	-0.303582
0.153871	-0.498469	0.785533	-0.0169507	-0.321657
-0.0831044	-0.567366	0.633382	-0.0625959	-0.298804
-0.336226	-0.632034	0.488089	-0.0952624	-0.322832
-0.571031	-0.704943	0.33346	-0.117889	-0.307058
-0.789573	-0.812217	0.16934	-0.179798	-0.312853
-0.799938	-0.797437	0.00653153	-0.184487	-0.308354
-0.793492	-0.81532	-0.174009	-0.273435	-0.308855
-0.762134	-0.802452	-0.339995	-0.268708	-0.315131
-0.813118	-0.777971	-0.487878	-0.322778	-0.316095
-0.807749	-0.781368	-0.65936	-0.372118	-0.346859
-0.798871	-0.762261	-0.783324	-0.398178	-0.369886
-0.788401	-0.821928	-0.683913	-0.303581	-0.333113
-0.760204	-0.800243	-0.554517	-0.170937	-0.34592
-0.774386	-0.784802	-0.481741	-0.0236551	-0.35169
-0.759209	-0.782342	-0.306839	0.119832	-0.338491
-0.824076	-0.785505	-0.214386	0.216866	-0.359753
-0.790635	-0.827681	-0.0982071	0.281813	-0.344871
-0.783441	-0.785854	0.0447655	0.41254	-0.33641
-0.550916	-0.685061	0.167318	0.574862	-0.357288
-0.313094	-0.624055	0.307578	0.702146	-0.351757
-0.0388788	-0.551862	0.401869	0.811769	-0.360736
0.213738	-0.470956	0.394995	0.645086	-0.38855
0.395632	-0.450561	0.385895	0.473171	-0.368334
0.385083	-0.420259	0.425553	0.33997	-0.376973
0.442825	-0.377229	0.362693	0.180164	-0.318294
0.346953	-0.418123	0.351381	-0.0147156	-0.36255
0.398773	-0.434307	0.382461	-0.174475	-0.392088
0.403687	-0.433375	0.329405	-0.267091	-0.370559
0.395206	-0.398215	0.399753	-0.481921	-0.320298
0.402034	-0.396131	0.38692	-0.652663	-0.248479
0.396865	-0.40862	0.410561	-0.817203	-0.252304
0.392849	-0.402909	0.430758	-0.730888	-0.251928
0.397597	-0.386688	0.472862	-0.645385	-0.264853
0.142665	-0.485745	0.523968	-0.562621	-0.245928
-0.0747151	-0.552217	0.547225	-0.494999	-0.220614
-0.314073	-0.652402	0.583757	-0.403423	-0.160617
-0.558129	-0.731852	0.643333	-0.32106	-0.0823609
-0.801308	-0.804966	0.659835	-0.23447	-0.111619
-0.783263	-0.80856	0.729309	-0.157046	-0.106648
-0.816007	-0.799053	0.752116	-0.0861814	-0.106334
-0.801141	-0.806205	0.797521	-0.00458793	-0.113404
-0.818649	-0.795591	0.68344	0.0442418	-0.120417
-0.805183	-0.80301	0.551455	0.0885632	-0.11179
